Trade;UpdateTime;UpdatedDay;UpdatedTime;TradeTime;TradedDay;TradedTime;Desk;CapturedBy;TradeStatus;TraderId;Instrument;Reason;Nominal;FloatRef;LastResetDate;LastResetRate;Theta;Loss;Unexplained;EventTypeCategoryLevel1;BusinessLineLevel1;LossIndicator;exposure
25456992;08/02/2013 09:46:04 AM;8;0,406990741;05/02/2013 10:23:37 AM;5;0,4330671296;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Bond;Capture Errors - Direction / Amount / Rate / CP;0;Fixed;;;;0;;EL7;BL2;0;2,973923611
25743300;08/02/2013 09:58:37 AM;8;0,415706019;08/02/2012 12:00:00 PM;8;0,5000000000;Bonds/Repos;PROD CONTROLLER;BO-BO Confirmed;VICE PRINCIPAL;Other;Calendar Related;0;Fixed;;4,9;-73469,322;93523;0;EL7;BL2;1;365,915706
19119490;08/02/2013 09:58:54 AM;8;0,415902778;08/02/2012 12:00:00 PM;8;0,5000000000;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;Repo/Reverse;Corrected NDEUSSA Reset Level;25511400;LIBOR;;;;0;;EL7;BL2;0;365,9159028
19121901;08/02/2013 09:59:10 AM;8;0,416087963;09/02/2012 12:00:00 PM;9;0,5000000000;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;TotalReturnSwap;Calendar Related;19747865;LIBOR;;;;0;;EL7;BL2;0;364,916088
19134587;08/02/2013 10:00:33 AM;8;0,417048611;18/02/2010 12:33:12 PM;18;0,5230555556;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;TotalReturnSwap;Corrected NDEUSSA Reset Level;11385228;LIBOR;;;;0;;EL7;BL2;0;1085,893993
21864991;08/02/2013 10:02:37 AM;8;0,418483796;18/02/2010 12:33:12 PM;18;0,5230555556;Rates;TECHSUPPORT;BO Confirmed;ASSOCIATE;TotalReturnSwap;Payments Related;0;Fixed;;;;0;;EL7;BL2;0;1085,895428
21864991;08/02/2013 10:31:42 AM;8;0,438680556;31/01/2013 04:32:55 PM;31;0,6895254630;Rates;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Payments Related;0;Fixed;;;;0;;EL7;BL2;0;7,749155093
25655331;08/02/2013 10:31:42 AM;8;0,438680556;31/01/2013 04:32:55 PM;31;0,6895254630;Equity;TECHSUPPORT;BO Confirmed;ANALYST;Call Deposit;Trade enrichment for system flow;0;Missing;01/02/2013;;;0;0;EL7;BL2;0;7,749155093
25655330;08/02/2013 10:33:20 AM;8;0,439814815;06/02/2013 01:44:00 PM;6;0,5722222222;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;Call Deposit;Trade enrichment for system flow;0;Missing;01/02/2013;;;0;5,96E-08;EL7;BL6;0;1,867592593
25789258;08/02/2013 10:34:48 AM;8;0,440833333;06/02/2013 12:25:14 PM;6;0,5175231481;Rates;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;Call Deposit;Trade enrichment for system flow;6388993;EURIBOR;;;;0;;EL8;BL2;0;1,923310185
25784082;08/02/2013 10:34:58 AM;8;0,440949074;06/02/2013 01:44:00 PM;6;0,5722222222;Rates;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;CurrSwap;Trade enrichment for system flow;-6388993;EURIBOR;;;;0;;EL8;BL2;0;1,868726852
25789258;08/02/2013 10:58:58 AM;8;0,457615741;29/12/2006 12:00:00 PM;29;0,5000000000;Rates;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;CurrSwap;Trade enrichment for system flow;6388993;EURIBOR;;;;0;;EL8;BL2;0;2232,957616
1582323;08/02/2013 11:02:35 AM;8;0,460127315;08/10/2012 12:12:48 PM;8;0,5088888889;MM;PROD ACCOUNTANT;BO Confirmed;DIRECTOR;Bill;Capture Errors - Direction / Amount / Rate / CP;0;LIBOR;08/02/2013;5,65;0;0;0;EL7;BL4;0;122,9512384
23535853;08/02/2013 11:06:31 AM;8;0,462858796;08/10/2012 12:12:48 PM;8;0,5088888889;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Call Deposit;Payments Related;0;Fixed;;0;0;0;0;EL4;BL2;0;122,9539699
23535853;08/02/2013 11:36:32 AM;8;0,483703704;29/12/2006 12:00:00 PM;29;0,5000000000;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Swap;Payments Related;0;Fixed;;0;0;8778;0;EL4;BL2;1;2232,983704
1582692;08/02/2013 12:08:56 PM;8;0,506203704;14/01/2013 10:04:44 AM;14;0,4199537037;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Other;System Update Call Accounts;0;Missing;01/02/2013;4,8;0;4603;0;EL6;BL5;1;25,08625
25222467;08/02/2013 12:09:04 PM;8;0,506296296;14/01/2013 09:56:54 AM;14;0,4145138889;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;25,09178241
25221924;08/02/2013 12:10:39 PM;8;0,507395833;14/01/2013 10:11:32 AM;14;0,4246759259;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;25,08271991
25222773;08/02/2013 12:10:50 PM;8;0,507523148;14/01/2013 10:15:16 AM;14;0,4272685185;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;25,08025463
25222946;08/02/2013 12:35:23 PM;8;0,524571759;07/01/2013 04:58:37 PM;7;0,7073726852;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;31,81719907
25114808;08/02/2013 12:35:28 PM;8;0,52462963;07/01/2013 04:59:41 PM;7;0,7081134259;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;Swap;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;31,8165162
25114819;08/02/2013 02:17:03 PM;8;0,595173611;06/02/2013 01:02:28 PM;6;0,5433796296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;0;Fixed;;;;0;;EL1;BL6;0;2,051793981
25786341;08/02/2013 02:17:03 PM;8;0,595173611;06/02/2013 10:10:10 AM;6;0,4237268519;Commodities;PROD CONTROLLER;BO-BO Confirmed;MNGDIRECTOR;Curr;Commodities Early Delivery;-4669968;Missing;;0;-655,25422;0;3,304192912;EL7;BL2;0;2,171446759
25776516;08/02/2013 02:48:14 PM;8;0,616828704;29/12/2006 12:00:00 PM;29;0,5000000000;Commodities;PROD CONTROLLER;BO-BO Confirmed;MNGDIRECTOR;Curr;Commodities Early Delivery;-6463889;Missing;;0;-906,96318;0;4,573463575;EL7;BL2;0;2233,116829
1582631;08/02/2013 03:28:10 PM;8;0,644560185;06/02/2013 03:59:38 PM;6;0,6664120370;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Other;System Update Call Accounts;0;Missing;;;;32274;;EL6;BL5;1;1,978148148
25832036;08/02/2013 03:29:12 PM;8;0,645277778;06/02/2013 03:59:38 PM;6;0,6664120370;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Deposit;Capture Errors - Direction / Amount / Rate / CP;-3000000;Fixed;;10,435;-403,40487;0;0;EL7;BL2;0;1,978865741
25832036;08/02/2013 03:29:18 PM;8;0,645347222;06/02/2013 03:58:24 PM;6;0,6655555556;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Bond;Capture Errors - Direction / Amount / Rate / CP;-3000000;Fixed;;10,435;-403,40487;0;0;EL7;BL2;0;1,979791667
25810375;08/02/2013 03:29:58 PM;8;0,645810185;29/06/2012 09:50:29 AM;29;0,4100578704;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Bond;Capture Errors - Direction / Amount / Rate / CP;3000000;Fixed;;;;0;0;EL7;BL2;0;224,2357523
21589648;08/02/2013 03:31:34 PM;8;0,646921296;06/02/2013 03:59:38 PM;6;0,6664120370;Management/Other;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Bond;Calendar Related;500005892;Missing;03/07/2012;5,05;69826,348;76941;0;EL7;BL9;1;1,980509259
25832036;08/02/2013 03:31:52 PM;8;0,64712963;06/02/2013 03:58:24 PM;6;0,6655555556;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Repo/Reverse;Calendar Related;-3000000;Fixed;;10,435;-403,40487;0;0;EL7;BL2;0;1,981574074
25810375;08/02/2013 03:41:55 PM;8;0,654108796;06/02/2013 03:59:38 PM;6;0,6664120370;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Bond;Capture Errors - Direction / Amount / Rate / CP;3000000;Fixed;;;;0;0;EL7;BL2;0;1,987696759
25832036;08/02/2013 03:42:08 PM;8;0,654259259;06/02/2013 03:58:24 PM;6;0,6655555556;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Deposit;Capture Errors - Direction / Amount / Rate / CP;-3000000;Fixed;;10,435;-403,40487;0;0;EL7;BL2;0;1,988703704
25810375;08/02/2013 05:25:18 PM;8;0,725902778;22/01/2013 02:46:25 PM;22;0,6155671296;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;Bond;Capture Errors - Direction / Amount / Rate / CP;3000000;Fixed;;;;0;0;EL7;BL2;0;17,11033565
25408259;08/02/2013 05:26:01 PM;8;0,726400463;22/01/2013 02:46:25 PM;22;0,6155671296;Derivatives;TECHSUPPORT;BO Confirmed;ANALYST;Deposit;Payments Related;0;Fixed;;1;-7,21E-10;0;-7,80E-08;EL4;BL2;0;17,11083333
25408260;11/02/2013 09:09:44 AM;11;0,381759259;04/01/2012 08:35:33 AM;4;0,3580208333;Derivatives;TECHSUPPORT;BO Confirmed;ANALYST;Swap;Payments Related;0;Fixed;;1;7,21E-10;0;7,80E-08;EL4;BL5;0;404,0237384
18547809;11/02/2013 09:09:47 AM;11;0,381793981;07/02/2013 08:52:56 AM;7;0,3700925926;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Other;Payments Related;0;Missing;;;;0;;EL4;BL2;0;4,011701389
25816655;11/02/2013 09:15:14 AM;11;0,385578704;06/02/2013 12:00:00 PM;6;0,5000000000;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Future/Forward;Calendar Related;-198438200;JIBAR;;;;0;;EL7;BL5;0;4,885578704
25771422;11/02/2013 09:15:32 AM;11;0,385787037;07/02/2013 12:00:07 PM;7;0,5000810185;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;Future/Forward;Trade enrichment for system flow;0;Missing;;;;0;;EL7;BL2;0;3,885706019
25836118;11/02/2013 09:30:08 AM;11;0,395925926;09/02/2012 12:00:00 PM;9;0,5000000000;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;TotalReturnSwap;Trade enrichment for system flow;0;LIBOR;;;;0;;EL7;BL2;0;367,8959259
19134587;11/02/2013 09:30:29 AM;11;0,396168981;08/02/2012 12:00:00 PM;8;0,5000000000;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;Other;Corrected NDEUSSA Reset Level;11385228;LIBOR;13/11/2012;0,31;-390,12336;292308;-0,27732479;EL6;BL2;1;368,896169
19119490;11/02/2013 09:30:49 AM;11;0,396400463;08/02/2012 12:00:00 PM;8;0,5000000000;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;TotalReturnSwap;Corrected NDEUSSA Reset Level;25511400;LIBOR;13/11/2012;0,31;-997,96838;654987;0,459517962;EL6;BL2;1;368,8964005
19121901;11/02/2013 09:44:28 AM;11;0,40587963;08/02/2013 01:29:35 PM;8;0,5622106481;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;TotalReturnSwap;Corrected NDEUSSA Reset Level;19747865;LIBOR;13/11/2012;0,31;-772,50735;507012;0,355714537;EL6;BL2;1;2,843668981
25850973;11/02/2013 09:52:08 AM;11;0,411203704;07/02/2013 12:00:00 PM;7;0,5000000000;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;CreditDefaultSwap;Trade enrichment for system flow;0;Missing;;;;0;;EL8;BL3;0;3,911203704
25822925;11/02/2013 09:57:59 AM;11;0,415266204;07/02/2013 12:00:00 PM;7;0,5000000000;Bonds/Repos;TECHSUPPORT;BO Confirmed;ANALYST;CreditDefaultSwap;Trade enrichment for system flow;0;Fixed;;;;0;;EL8;BL2;0;3,915266204
25822925;11/02/2013 10:02:20 AM;11;0,418287037;07/02/2013 12:00:00 PM;7;0,5000000000;Bonds/Repos;TECHSUPPORT;BO Confirmed;ANALYST;Option;Trade enrichment for system flow;0;Fixed;;;;0;;EL8;BL2;0;3,918287037
25822925;11/02/2013 10:03:19 AM;11;0,418969907;09/01/2013 03:57:42 PM;9;0,6650694444;Bonds/Repos;TECHSUPPORT;BO Confirmed;ANALYST;TotalReturnSwap;Trade enrichment for system flow;0;Fixed;;;;0;;EL8;BL2;0;32,75390046
25161713;11/02/2013 11:44:49 AM;11;0,489456019;26/11/2012 12:48:13 PM;26;0,5334837963;Bonds/Repos;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;TotalReturnSwap;Trade enrichment for system flow;-200000000;Missing;;;;0;;EL8;BL2;0;76,95597222
24407607;11/02/2013 11:45:05 AM;11;0,489641204;26/11/2012 12:35:04 PM;26;0,5243518519;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;SecurityLoan;Trade enrichment for system flow;0;Fixed;;;;0;;EL7;BL2;0;76,96528935
24407284;11/02/2013 01:22:24 PM;11;0,557222222;31/01/2013 12:00:00 PM;31;0,5000000000;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ANALYST;TotalReturnSwap;Trade enrichment for system flow;0;Fixed;;;;0;;EL7;BL2;0;11,05722222
25645218;11/02/2013 01:51:45 PM;11;0,577604167;30/01/2013 08:45:41 AM;30;0,3650578704;Rates;MIDOFFICE;BO-BO Confirmed;AMBA;Future/Forward;Brokerage Related;579000000;JIBAR;31/01/2013;5,081;-3847,741645;0;-3,241402979;EL7;BL2;0;12,2125463
25680395;11/02/2013 02:32:26 PM;11;0,605856481;22/11/2012 03:29:26 PM;22;0,6454398148;Rates;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Other;Capture Errors - Direction / Amount / Rate / CP;59501435;EURIBOR;;;;0;;EL7;BL2;0;80,96041667
24357131;11/02/2013 02:33:26 PM;11;0,606550926;22/11/2012 03:30:22 PM;22;0,6460879630;Commodities;PROD CONTROLLER;BO-BO Confirmed;DIRECTOR;Swap;Payments Related;10700;Missing;;;;0;;EL7;BL2;0;80,96046296
24357184;11/02/2013 02:33:56 PM;11;0,606898148;22/11/2012 03:29:26 PM;22;0,6454398148;Commodities;PROD CONTROLLER;BO-BO Confirmed;DIRECTOR;Future/Forward;Payments Related;12500;Missing;;;;0;;EL7;BL2;0;80,96145833
24357131;11/02/2013 02:43:01 PM;11;0,613206019;16/01/2013 09:10:11 AM;16;0,3820717593;Commodities;PROD CONTROLLER;BO-BO Confirmed;DIRECTOR;Future/Forward;Payments Related;10700;Missing;;;;0;;EL7;BL2;0;26,23113426
25276957;11/02/2013 02:44:10 PM;11;0,61400463;16/01/2013 09:10:11 AM;16;0,3820717593;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;SecurityLoan;System Update Call Accounts;0;Missing;;;;0;;EL6;BL5;0;26,23193287
25276957;11/02/2013 02:45:20 PM;11;0,614814815;16/01/2013 09:10:11 AM;16;0,3820717593;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Call Deposit;System Update Call Accounts;0;Missing;;;;0;;EL6;BL5;0;26,23274306
25276957;11/02/2013 03:50:29 PM;11;0,66005787;09/01/2013 07:44:39 AM;9;0,3226736111;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Call Deposit;System Update Call Accounts;0;Missing;;;;0;;EL6;BL5;0;33,33738426
25140638;11/02/2013 04:43:42 PM;11;0,697013889;06/02/2013 12:25:14 PM;6;0,5175231481;Commodities;PROD CONTROLLER;BO Confirmed;DIRECTOR;Deposit;Payments Related;0;Missing;;0;0;0;0;EL4;BL2;0;5,179490741
25784082;11/02/2013 04:43:42 PM;11;0,697013889;06/02/2013 01:44:00 PM;6;0,5722222222;Rates;TECHSUPPORT;BO-BO Confirmed;VICE PRINCIPAL;CurrSwap;Valuation Group Request;-6388993;EURIBOR;;;;0;;EL7;BL2;0;5,124791667
25789258;11/02/2013 04:44:33 PM;11;0,697604167;07/02/2013 08:52:56 AM;7;0,3700925926;Rates;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;CurrSwap;Valuation Group Request;6388993;EURIBOR;;;;0;;EL7;BL2;0;4,327511574
25816655;11/02/2013 05:13:35 PM;11;0,717766204;09/02/2012 12:00:00 PM;9;0,5000000000;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Valuation Group Request;-198438200;JIBAR;;;;0;;EL7;BL5;0;368,2177662
19138635;11/02/2013 05:13:52 PM;11;0,717962963;09/02/2012 12:00:00 PM;9;0,5000000000;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;Swap;Corrected NDEUSSA Reset Level;19635279;LIBOR;;;;0;;EL7;BL2;0;368,217963
19142428;11/02/2013 05:22:45 PM;11;0,724131944;06/10/2011 02:26:40 PM;6;0,6018518519;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;TotalReturnSwap;Calendar Related;0;Missing;;;;0;;EL7;BL2;0;494,1222801
17258538;11/02/2013 05:26:02 PM;11;0,726412037;06/10/2011 02:26:40 PM;6;0,6018518519;Rates;TECHSUPPORT;BO Confirmed;ASSOCIATE;FRN;Early Termination / Delivery / Close out;-1000000;SAFEX;;;;0;;EL1;BL2;0;494,1245602
17258538;11/02/2013 05:36:58 PM;11;0,73400463;21/09/2012 05:30:39 PM;21;0,7296180556;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;FRN;Portfolio Move / Restructure;-1000000;SAFEX;;;;0;;EL7;BL2;0;143,0043866
23224874;11/02/2013 05:37:04 PM;11;0,734074074;21/09/2012 05:29:43 PM;21;0,7289699074;Derivatives;MIDOFFICE;BO-BO Confirmed;MNGDIRECTOR;IndexLinkedBond;Capture Errors - Direction / Amount / Rate / CP;0;Fixed;;5,1;-147,145154;0;18,9632735;EL7;BL1;0;143,0051042
23224847;12/02/2013 08:17:07 AM;12;0,345219907;06/02/2013 12:25:14 PM;6;0,5175231481;Derivatives;MIDOFFICE;BO-BO Confirmed;MNGDIRECTOR;IndexLinkedBond;Capture Errors - Direction / Amount / Rate / CP;0;Fixed;;5,1;147,145154;0;-18,9632735;EL7;BL1;0;5,827696759
25784082;12/02/2013 08:20:58 AM;12;0,347893519;06/02/2013 12:25:14 PM;6;0,5175231481;Rates;MIDOFFICE;BO-BO Confirmed;VICE PRINCIPAL;IndexLinkedBond;Trade enrichment for system flow;-6388993;EURIBOR;;;;0;;EL7;BL2;0;5,83037037
25784082;12/02/2013 08:26:06 AM;12;0,351458333;04/01/2012 08:35:33 AM;4;0,3580208333;Rates;MIDOFFICE;BO-BO Confirmed;VICE PRINCIPAL;Swap;Trade enrichment for system flow;-6388993;EURIBOR;;;;0;;EL7;BL2;0;404,9934375
18547809;12/02/2013 09:42:25 AM;12;0,404456019;19/09/2012 12:54:32 PM;19;0,5378703704;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Swap;Payments Related;0;Missing;;;;0;;EL4;BL2;0;145,8665856
23154064;12/02/2013 09:48:14 AM;12;0,40849537;08/02/2013 12:00:00 PM;8;0,5000000000;Derivatives;MIDOFFICE;BO Confirmed;MNGDIRECTOR;Curr;Payments Related;0;Fixed;;0;-0,006114;0;-0,39876659;EL4;BL4;0;3,90849537
25842253;12/02/2013 09:48:25 AM;12;0,408622685;08/02/2013 12:00:00 PM;8;0,5000000000;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;Swap;Trade enrichment for system flow;0;Missing;;;;0;;EL7;BL2;0;3,908622685
25842520;12/02/2013 09:54:07 AM;12;0,412581019;28/12/2012 10:09:49 AM;28;0,4234837963;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;TotalReturnSwap;Trade enrichment for system flow;0;Missing;;0;-5210,046;0;-314,4432768;EL7;BL2;0;45,98909722
24987118;12/02/2013 10:14:49 AM;12;0,426956019;02/11/2010 03:25:50 PM;2;0,6429398148;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;TotalReturnSwap;Trade enrichment for system flow;53557;LIBOR;;;;0;;EL7;BL2;0;832,7840162
12294004;12/02/2013 10:15:09 AM;12;0,4271875;02/11/2010 03:25:50 PM;2;0,6429398148;Management/Other;MIDOFFICE;BO-BO Confirmed;ASSOCIATE;Deposit;Payments Related;0;Fixed;;1;-8,16E-10;0;6,55E-08;EL4;BL2;0;832,7842477
12294005;12/02/2013 10:26:36 AM;12;0,435138889;17/11/2010 10:25:45 AM;17;0,4345486111;Derivatives;MIDOFFICE;BO-BO Confirmed;ASSOCIATE;Swap;Payments Related;0;Fixed;;1;8,16E-10;0;-6,55E-08;EL4;BL4;0;818,0005903
12500485;12/02/2013 10:26:37 AM;12;0,435150463;16/08/2012 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;VICE PRINCIPAL;Swap;Tri-Optima;128000000;JIBAR;;;;0;;EL7;BL2;0;179,9351505
22440517;12/02/2013 10:26:40 AM;12;0,435185185;16/11/2010 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-250000000;JIBAR;;;;0;;EL7;BL2;0;818,9351852
12489588;12/02/2013 10:26:40 AM;12;0,435185185;16/11/2011 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;200000000;JIBAR;;;;0;;EL7;BL2;0;453,9351852
17900284;12/02/2013 10:26:41 AM;12;0,435196759;16/08/2011 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-150000000;JIBAR;;;;0;;EL7;BL2;0;545,9351968
16303897;12/02/2013 10:26:41 AM;12;0,435196759;16/05/2011 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;150000000;JIBAR;;;;0;;EL7;BL2;0;637,9351968
14825393;12/02/2013 10:26:41 AM;12;0,435196759;17/02/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-549000000;JIBAR;;;;0;;EL7;BL2;0;725,9351968
13639372;12/02/2013 10:26:42 AM;12;0,435208333;17/08/2012 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;165000000;JIBAR;;;;0;;EL7;BL2;0;178,9352083
22478659;12/02/2013 10:26:42 AM;12;0,435208333;17/02/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-100000000;JIBAR;;;;0;;EL7;BL2;0;725,9352083
13639371;12/02/2013 10:26:44 AM;12;0,435231481;16/08/2011 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-100000000;JIBAR;;;;0;;EL7;BL2;0;545,9352315
24302626;12/02/2013 10:26:47 AM;12;0,435266204;17/08/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;100000000;JIBAR;;;;0;;EL7;BL2;0;544,9352662
24302545;12/02/2013 10:26:50 AM;12;0,435300926;17/08/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;200000000;JIBAR;;;;0;;EL7;BL2;0;544,9353009
24302535;12/02/2013 10:26:52 AM;12;0,435324074;17/02/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-300000000;JIBAR;;;;0;;EL7;BL2;0;725,9353241
24302788;12/02/2013 10:26:53 AM;12;0,435335648;17/08/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;320000000;JIBAR;;;;0;;EL7;BL2;0;544,9353356
24302536;12/02/2013 10:27:00 AM;12;0,435416667;27/07/2011 12:00:00 PM;27;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;110000000;JIBAR;;;;0;;EL7;BL2;0;565,9354167
15882040;12/02/2013 10:27:01 AM;12;0,435428241;10/01/2013 12:00:00 PM;10;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-150000000;JIBAR;;;;0;;EL7;BL2;0;32,93542824
25176839;12/02/2013 10:27:01 AM;12;0,435428241;22/02/2011 12:00:00 PM;22;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-250000000;JIBAR;;;;0;;EL7;BL2;0;720,9354282
13672707;12/02/2013 10:27:02 AM;12;0,435439815;17/06/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-197000000;JIBAR;;;;0;;EL7;BL2;0;605,9354398
15313544;12/02/2013 10:27:02 AM;12;0,435439815;10/01/2013 12:00:00 PM;10;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-50000000;JIBAR;;;;0;;EL7;BL2;0;32,93543981
25176832;12/02/2013 10:27:04 AM;12;0,435462963;16/02/2012 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;365000000;JIBAR;;;;0;;EL7;BL2;0;361,935463
19237241;12/02/2013 10:27:05 AM;12;0,435474537;16/02/2012 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-187000000;JIBAR;;;;0;;EL7;BL2;0;361,9354745
19241376;12/02/2013 10:27:06 AM;12;0,435486111;16/02/2012 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-94000000;JIBAR;;;;0;;EL7;BL2;0;361,9354861
19241382;12/02/2013 10:27:08 AM;12;0,435509259;16/05/2011 12:00:00 PM;16;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;100000000;JIBAR;;;;0;;EL7;BL2;0;637,9355093
14836912;12/02/2013 10:27:08 AM;12;0,435509259;17/02/2012 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-100000000;JIBAR;;;;0;;EL7;BL2;0;360,9355093
19269386;12/02/2013 10:27:10 AM;12;0,435532407;17/11/2011 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;100000000;JIBAR;;;;0;;EL7;BL2;0;452,9355324
17935025;12/02/2013 10:27:10 AM;12;0,435532407;17/08/2012 12:00:00 PM;17;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;-300000000;JIBAR;;;;0;;EL7;BL2;0;178,9355324
22479443;12/02/2013 10:27:11 AM;12;0,435543981;25/05/2011 12:00:00 PM;25;0,5000000000;Rates;TECHSUPPORT;Terminated;AMBA;Swap;Tri-Optima;200000000;JIBAR;;;;0;;EL7;BL2;0;628,935544
