Trade;UpdateTime;UpdatedDay;UpdatedTime;TradeTime;TradedDay;TradedTime;Desk;CapturedBy;TradeStatus;TraderId;Instrument;Reason;Nominal;FloatRef;LastResetDate;LastResetRate;Theta;Loss;Unexplained;EventTypeCategoryLevel1;BusinessLineLevel1;LossIndicator;exposure
25181344;15/01/2013 08:44:29 AM;15;0,364224537;10/01/2013 04:43:39 PM;10;0,6969791667;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;CurrSwap;Trade enrichment for system flow;0;JIBAR;;;;0;;EL8;BL4;0;4,66724537
25189071;15/01/2013 08:44:29 AM;15;0,364224537;10/01/2013 04:38:36 PM;10;0,6934722222;SND;TECHSUPPORT;Terminated;ANALYST;Deposit;Trade Restructure;0;Fixed;;;;0;;EL8;BL7;0;4,670752315
25188797;15/01/2013 08:44:29 AM;15;0,364224537;10/01/2013 04:17:04 PM;10;0,6785185185;SND;TECHSUPPORT;Terminated;ANALYST;Deposit;Trade Restructure;0;Fixed;;;;0;;EL8;BL7;0;4,685706019
25187499;15/01/2013 08:51:38 AM;15;0,369189815;10/01/2013 12:00:00 PM;10;0,5000000000;SND;TECHSUPPORT;Terminated;ANALYST;Deposit;Trade Restructure;0;Fixed;;;;0;;EL8;BL3;0;4,869189815
25182782;15/01/2013 09:13:26 AM;15;0,384328704;18/12/2012 04:19:16 PM;18;0,6800462963;Rates;PROD CONTROLLER;BO-BO Confirmed;AMBA;Swap;Trade enrichment for system flow;0;JIBAR;;;;0;;EL8;BL2;0;27,70428241
24828321;15/01/2013 09:13:43 AM;15;0,384525463;18/12/2012 01:39:58 PM;18;0,5694212963;Equity;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;3787200;Missing;;;;0;;EL7;BL2;0;27,81510417
24817541;15/01/2013 09:34:19 AM;15;0,398831019;09/01/2013 03:57:42 PM;9;0,6650694444;Equity;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;16648121;Missing;;;;0;;EL7;BL2;0;5,733761574
25161713;15/01/2013 10:29:00 AM;15;0,436805556;19/09/2012 12:54:32 PM;19;0,5378703704;Bonds/Repos;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Future/Forward;Trade enrichment for system flow;-200000000;Missing;;;;0;;EL8;BL2;0;117,8989352
23154064;15/01/2013 10:30:01 AM;15;0,437511574;18/02/2010 12:33:12 PM;18;0,5230555556;Derivatives;TECHSUPPORT;BO Confirmed;MNGDIRECTOR;Swap;Payments Related;0;Fixed;;0;-0,000578;165000;-0,300210926;EL4;BL4;1;1061,914456
21864991;15/01/2013 10:32:52 AM;15;0,439490741;02/11/2010 03:25:50 PM;2;0,6429398148;Rates;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Payments Related;0;Fixed;;;;0;;EL7;BL2;0;804,7965509
12294005;15/01/2013 10:33:27 AM;15;0,439895833;02/11/2010 03:25:50 PM;2;0,6429398148;Derivatives;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Swap;Payments Related;0;Fixed;;1;1,03E-06;0;5,01E-06;EL4;BL4;0;804,796956
12294004;15/01/2013 11:16:56 AM;15;0,470092593;14/01/2013 05:05:43 PM;14;0,7123032407;Management/Other;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Swap;Payments Related;0;Fixed;;1;-1,03E-06;0;-5,01E-06;EL4;BL2;0;0,757789352
25242242;15/01/2013 12:35:38 PM;15;0,52474537;15/07/2011 11:07:31 AM;15;0,4635532407;SND;TECHSUPPORT;BO Confirmed;ANALYST;Option;Capture Errors - Direction / Amount / Rate / CP;3344;Missing;;0;-0,000356842;0;-0,24455406;EL7;BL3;0;550,0611921
15715087;15/01/2013 01:07:22 PM;15;0,546782407;14/01/2013 10:04:44 AM;14;0,4199537037;Prime Services;TECHSUPPORT;BO Confirmed;DIRECTOR;Other;Capture Errors - Direction / Amount / Rate / CP;0;Missing;;;;0;;EL7;BL6;0;1,126828704
25222467;15/01/2013 01:07:37 PM;15;0,546956019;04/01/2013 11:38:45 AM;4;0,4852430556;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Fees/Commissions Related;0;Fixed;;0,3;0;0;0;EL4;BL6;0;11,06171296
25072173;15/01/2013 02:36:36 PM;15;0,60875;14/01/2013 10:11:55 AM;14;0,4249421296;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Fees/Commissions Related;0;Fixed;;0,3;0;0;0;EL4;BL6;0;1,18380787
25222782;15/01/2013 02:36:51 PM;15;0,608923611;14/01/2013 11:35:02 AM;14;0,4826620370;Commodities;PROD CONTROLLER;BO Confirmed;MNGDIRECTOR;Curr;Commodities Early Delivery;-18694290;Missing;;0;-2343,3976;0;-231,724821;EL7;BL2;0;1,126261574
25227142;15/01/2013 02:37:41 PM;15;0,609502315;14/01/2013 11:35:46 AM;14;0,4831712963;Commodities;PROD CONTROLLER;BO Confirmed;MNGDIRECTOR;Curr;Commodities Early Delivery;-8449740;Missing;;0;-1059,20538;0;-104,7385939;EL7;BL2;0;1,126331019
25227187;15/01/2013 03:11:48 PM;15;0,633194444;29/06/2012 10:22:20 AM;29;0,4321759259;Commodities;PROD CONTROLLER;BO Confirmed;MNGDIRECTOR;Curr;Commodities Early Delivery;-18959133;Missing;;0;-2376,5966;0;-235,007661;EL7;BL2;0;200,2010185
21591360;15/01/2013 03:26:38 PM;15;0,64349537;28/10/2010 04:53:36 PM;28;0,7038888889;Africa;PROD ACCOUNTANT;BO-BO Confirmed;VICE PRINCIPAL;Swap;Payments Related;0;Fixed;;0;-91,052866;273221;-5,608529766;EL7;BL3;1;809,9396065
12238993;15/01/2013 03:38:01 PM;15;0,651400463;23/08/2012 11:29:29 AM;23;0,4788078704;MM;TECHSUPPORT;BO-BO Confirmed;MNGDIRECTOR;FRN;Early Termination / Delivery / Close out;60000000;JIBAR;20/12/2012;5,125;11136,9863;11137;1,86E-09;EL1;BL4;1;145,1725926
22564229;16/01/2013 08:34:07 AM;16;0,357025463;04/01/2012 08:35:33 AM;4;0,3580208333;Derivatives;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Bond;Calendar Related;0;Fixed;;0;923,04298;4852231;2723654,083;EL7;BL2;1;377,9990046
18547809;16/01/2013 10:24:31 AM;16;0,43369213;04/01/2012 03:22:59 PM;4;0,6409606481;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Future/Forward;Payments Related;0;Missing;;;;0;;EL4;BL2;0;377,7927315
18559756;16/01/2013 11:06:42 AM;16;0,462986111;10/02/2012 12:26:10 PM;10;0,5181712963;Equity;TECHSUPPORT;BO Confirmed;ANALYST;Swap;Payments Related;0;Fixed;;1;-161,92193;26920;-0,002516367;EL4;BL2;1;340,9448148
19156669;16/01/2013 11:07:51 AM;16;0,463784722;10/02/2012 12:25:10 PM;10;0,5174768519;Derivatives;MIDOFFICE;BO Confirmed;ANALYST;Curr;Payments Related;0;Fixed;;1;1,02E-06;0;8,35E-06;EL4;BL5;0;340,9463079
19156620;16/01/2013 11:41:54 AM;16;0,487430556;21/12/2012 12:36:00 PM;21;0,5250000000;Management/Other;MIDOFFICE;BO Confirmed;ANALYST;Swap;Payments Related;0;Fixed;;1;-1,02E-06;0;-8,35E-06;EL4;BL2;0;25,96243056
24925090;16/01/2013 11:42:09 AM;16;0,487604167;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;Call Deposit;Early Termination / Delivery / Close out;-18842600;Missing;31/12/2012;2,85;-302,4281821;0;0,0276162;EL1;BL6;0;25,95953704
24925512;16/01/2013 11:42:23 AM;16;0,487766204;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;18842600;Missing;31/12/2012;2,85;5,00E-08;0;0;EL1;BL6;0;25,95969907
24925581;16/01/2013 11:42:23 AM;16;0,487766204;21/12/2012 12:40:25 PM;21;0,5280671296;Equity;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;18842600;Missing;31/12/2012;2,4;-5,00E-08;0;0;EL1;BL2;0;25,95969907
24925580;16/01/2013 11:50:05 AM;16;0,493113426;21/12/2012 12:36:00 PM;21;0,5250000000;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;-18842600;Missing;31/12/2012;2,4;5,00E-08;0;0;EL1;BL6;0;25,96811343
24925090;16/01/2013 11:50:24 AM;16;0,493333333;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;Other;Calendar Related;-18842600;Missing;31/12/2012;;;0;0,0276162;EL7;BL6;0;25,9652662
24925512;16/01/2013 11:50:35 AM;16;0,493460648;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;18842600;Missing;31/12/2012;;;0;0;EL7;BL6;0;25,96539352
24925581;16/01/2013 11:51:28 AM;16;0,494074074;21/12/2012 12:36:00 PM;21;0,5250000000;Equity;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;18842600;Missing;31/12/2012;;;0;0;EL7;BL2;0;25,96907407
24925090;16/01/2013 11:51:39 AM;16;0,494201389;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;-18842600;Missing;31/12/2012;2,85;-302,4281821;2332;0,0276162;EL6;BL6;1;25,96613426
24925512;16/01/2013 11:51:50 AM;16;0,494328704;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;18842600;Missing;31/12/2012;2,85;5,00E-08;0;0;EL1;BL6;0;25,96626157
24925580;16/01/2013 11:51:50 AM;16;0,494328704;21/12/2012 12:40:25 PM;21;0,5280671296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;-18842600;Missing;31/12/2012;2,4;5,00E-08;0;0;EL1;BL6;0;25,96626157
24925581;16/01/2013 01:00:22 PM;16;0,541921296;27/11/2012 11:28:51 AM;27;0,4783680556;Equity;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;18842600;Missing;31/12/2012;2,4;-5,00E-08;0;0;EL1;BL2;0;50,06355324
24403390;16/01/2013 01:02:22 PM;16;0,543310185;27/11/2012 11:28:51 AM;27;0,4783680556;SND;TECHSUPPORT;BO Confirmed;ANALYST;Call Deposit;Calendar Related;0;JIBAR;;0;0;0;1,82E-12;EL7;BL3;0;50,06494213
24403390;16/01/2013 01:34:12 PM;16;0,565416667;27/11/2012 11:28:51 AM;27;0,4783680556;SND;TECHSUPPORT;BO Confirmed;ANALYST;Swap;Calendar Related;0;JIBAR;;0;0;0;1,82E-12;EL7;BL3;0;50,08704861
24403390;16/01/2013 01:44:31 PM;16;0,572581019;15/01/2013 05:15:06 PM;15;0,7188194444;SND;TECHSUPPORT;BO Confirmed;ANALYST;Repo/Reverse;Calendar Related;0;JIBAR;;0;0;12715;1,82E-12;EL7;BL3;1;0,853761574
25273672;16/01/2013 01:47:38 PM;16;0,57474537;15/01/2013 05:15:06 PM;15;0,7188194444;SND;TECHSUPPORT;BO Confirmed;ANALYST;Swap;Calendar Related;0;JIBAR;;0;13651,68432;0;0,192839734;EL7;BL3;0;0,855925926
25273672;16/01/2013 02:25:56 PM;16;0,601342593;15/01/2013 06:11:10 PM;15;0,7577546296;SND;TECHSUPPORT;BO Confirmed;ANALYST;Swap;Calendar Related;0;JIBAR;;0;13651,68432;0;0,192839734;EL7;BL3;0;0,843587963
25274097;16/01/2013 04:40:37 PM;16;0,694872685;27/12/2012 12:00:00 PM;27;0,5000000000;Bonds/Repos;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;CurrSwap;Calendar Related;1000000;Fixed;;;;0;;EL7;BL2;0;20,19487269
24990327;16/01/2013 05:36:35 PM;16;0,733738426;13/11/2012 04:42:51 PM;13;0,6964236111;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;Repo/Reverse;Payments Related;0;LIBOR;;0;35109,95868;0;-0,035972899;EL4;BL2;0;64,03731481
24191707;16/01/2013 05:37:45 PM;16;0,734548611;13/11/2012 04:42:51 PM;13;0,6964236111;Derivatives;MIDOFFICE;BO Confirmed;ANALYST;Combination;Payments Related;1;Fixed;;0;0;0;0;EL4;BL4;0;64,038125
24191708;17/01/2013 07:35:50 AM;17;0,316550926;15/01/2013 05:35:46 PM;15;0,7331712963;Derivatives;MIDOFFICE;BO Confirmed;ANALYST;Swap;Payments Related;-1;Fixed;;0;0;0;0;EL4;BL5;0;1,58337963
25273752;17/01/2013 08:28:24 AM;17;0,353055556;04/01/2012 08:35:33 AM;4;0,3580208333;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;Repo/Reverse;Portfolio Move / Restructure;0;JIBAR;;;;0;;EL7;BL3;0;378,9950347
18547809;17/01/2013 09:58:38 AM;17;0,415717593;11/12/2012 11:41:51 AM;11;0,4873958333;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Other;Payments Related;0;Missing;;;;0;;EL4;BL2;0;36,92832176
24685671;17/01/2013 09:58:43 AM;17;0,415775463;11/12/2012 11:43:04 AM;11;0,4882407407;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;Other;Early Termination / Delivery / Close out;-70017750;Fixed;;0,456;-1114,392961;0;-0,6016432;EL1;BL6;0;36,92753472
24685713;17/01/2013 09:59:01 AM;17;0,415983796;14/12/2012 10:49:41 AM;14;0,4511689815;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;70017750;Fixed;;0,399;1114,150943;1486;0,6016432;EL6;BL6;1;33,96481481
24769806;17/01/2013 10:37:38 AM;17;0,442800926;21/12/2012 01:39:25 PM;21;0,5690393519;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;55136000;Fixed;;0,399;877,3464784;1171;0,47376841;EL6;BL6;1;26,87376157
24929465;17/01/2013 10:37:47 AM;17;0,442905093;21/12/2012 01:39:55 PM;21;0,5693865741;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;Swap;Early Termination / Delivery / Close out;-35091000;Missing;27/12/2012;2,28;-562,3849507;0;-0,3015272;EL1;BL6;0;26,87351852
24929507;17/01/2013 10:41:01 AM;17;0,445150463;21/12/2012 01:39:25 PM;21;0,5690393519;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;35091000;Missing;27/12/2012;1,368;560,4442608;0;0,3015272;EL1;BL6;0;26,87611111
24929465;17/01/2013 10:41:12 AM;17;0,445277778;21/12/2012 01:39:55 PM;21;0,5693865741;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;-35091000;Missing;27/12/2012;;;0;-0,3015272;EL7;BL6;0;26,8758912
24929507;17/01/2013 10:42:42 AM;17;0,446319444;21/12/2012 01:39:25 PM;21;0,5690393519;Prime Services;TECHSUPPORT;BO Confirmed;ANALYST;SecurityLoan;Calendar Related;35091000;Missing;27/12/2012;;;0;0,3015272;EL7;BL6;0;26,87728009
24929465;17/01/2013 10:42:54 AM;17;0,446458333;21/12/2012 01:39:55 PM;21;0,5693865741;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;-35091000;Missing;27/12/2012;2,28;-562,3849507;6463;-0,3015272;EL6;BL6;1;26,87707176
24929507;17/01/2013 11:03:42 AM;17;0,460902778;15/01/2013 06:11:10 PM;15;0,7577546296;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;35091000;Missing;27/12/2012;1,368;560,4442608;0;0,3015272;EL1;BL6;0;1,703148148
25274097;17/01/2013 11:07:07 AM;17;0,463275463;21/12/2012 12:00:00 PM;21;0,5000000000;Bonds/Repos;MIDOFFICE;BO-BO Confirmed;ASSOCIATE;Bond;Capture Errors - Direction / Amount / Rate / CP;1000000;Fixed;;6,5;-72,8939804;4249;-0,0121809;EL7;BL2;1;26,96327546
24918747;17/01/2013 11:07:12 AM;17;0,463333333;04/01/2013 12:00:00 PM;4;0,5000000000;Rates;PROD CONTROLLER;Terminated/Void;AMBA;Bond;Capture Errors - Direction / Amount / Rate / CP;119000000;JIBAR;;;;0;;EL7;BL2;0;12,96333333
25079067;17/01/2013 11:09:38 AM;17;0,465023148;16/01/2013 12:39:41 PM;16;0,5275578704;Rates;PROD CONTROLLER;Terminated/Void;AMBA;Swap;Capture Errors - Direction / Amount / Rate / CP;266000000;JIBAR;;;;0;;EL7;BL2;0;0,937465278
25288291;17/01/2013 11:45:13 AM;17;0,489733796;15/01/2013 02:01:39 PM;15;0,5844791667;Africa;PROD CONTROLLER;BO Confirmed;MNGDIRECTOR;Call Deposit;Trade enrichment for system flow;-1320128;Missing;;;;0;;EL8;BL2;0;1,90525463
25272592;17/01/2013 11:46:47 AM;17;0,490821759;15/01/2013 02:01:39 PM;15;0,5844791667;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Calendar Related;0;JIBAR;;0;22507,1831;0;0,180822193;EL7;BL5;0;1,906342593
25272592;17/01/2013 12:07:11 PM;17;0,504988426;14/01/2013 03:23:15 PM;14;0,6411458333;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Calendar Related;0;JIBAR;;0;22507,1831;0;0,180822193;EL7;BL5;0;2,863842593
25236702;17/01/2013 12:12:58 PM;17;0,50900463;14/01/2013 03:23:15 PM;14;0,6411458333;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;CurrSwap;Trade enrichment for system flow;250000000;Fixed;;5,494;36962,019;0;0;EL8;BL4;0;2,867858796
25236702;17/01/2013 12:26:05 PM;17;0,518113426;14/01/2013 11:43:56 AM;14;0,4888425926;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Other;Trade enrichment for system flow;250000000;Fixed;;5,494;36962,019;0;0;EL8;BL4;0;3,029270833
25227735;17/01/2013 12:30:09 PM;17;0,5209375;16/01/2013 05:40:50 PM;16;0,7366898148;MM;PROD CONTROLLER;BO Confirmed;MNGDIRECTOR;Swap;Capture Errors - Direction / Amount / Rate / CP;0;Fixed;;;;0;;EL7;BL2;0;0,784247685
25302377;17/01/2013 12:32:55 PM;17;0,522858796;16/01/2013 02:04:47 PM;16;0,5866550926;Bonds/Repos;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Bond;Calendar Related;65000000;Fixed;;10,5;5172,938362;5173;0;EL7;BL2;1;0,936203704
25292627;17/01/2013 01:03:56 PM;17;0,544398148;04/01/2013 09:54:04 AM;4;0,4125462963;Rates;TECHSUPPORT;BO Confirmed;DIRECTOR;CurrSwap;Trade enrichment for system flow;0;JIBAR;;;;0;-4,222941649;EL8;BL2;0;13,13185185
25067383;17/01/2013 01:15:01 PM;17;0,552094907;15/01/2013 11:35:56 AM;15;0,4832870370;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;Combination;Early Termination / Delivery / Close out;0;Fixed;;2,85;-185,3798946;4291;-0,2436248;EL6;BL6;1;2,06880787
25254233;17/01/2013 01:59:45 PM;17;0,583159722;16/01/2013 01:32:36 PM;16;0,5643055556;Derivatives;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;SecurityLoan;Capture Errors - Direction / Amount / Rate / CP;-20000000;JIBAR;27/12/2012;5,125;-796,9747931;0;0,000500698;EL7;BL1;0;1,018854167
25291239;17/01/2013 02:21:02 PM;17;0,597939815;17/01/2013 12:26:58 PM;17;0,5187268519;Africa;PROD ACCOUNTANT;BO Confirmed;MNGDIRECTOR;Swap;Capture Errors - Direction / Amount / Rate / CP;160000000;Fixed;;6,671;1052,333655;10065;-0,395338591;EL7;BL3;1;0,079212963
25320440;17/01/2013 02:23:21 PM;17;0,599548611;12/05/2011 12:00:00 PM;12;0,5000000000;Commodities;PROD CONTROLLER;BO Confirmed;AMBA;SecurityLoan;Capture Errors - Direction / Amount / Rate / CP;2;Missing;;;;0;;EL7;BL2;0;616,0995486
14782158;17/01/2013 02:35:29 PM;17;0,607974537;05/12/2012 12:00:00 PM;5;0,5000000000;SND;TECHSUPPORT;BO-BO Confirmed;ASSOCIATE;Option;Portfolio Move / Restructure;0;Fixed;;;;0;;EL7;BL3;0;43,10797454
24595818;17/01/2013 02:41:29 PM;17;0,612141204;18/02/2010 12:33:12 PM;18;0,5230555556;Commodities;PROD CONTROLLER;BO-BO Confirmed;MNGDIRECTOR;IndexLinkedSwap;Calendar Related;-300;Missing;;0;348,2549901;98820;1,00E-08;EL7;BL2;1;1064,089086
21864991;17/01/2013 03:01:38 PM;17;0,626134259;16/01/2013 02:04:47 PM;16;0,5866550926;Rates;TECHSUPPORT;BO Confirmed;ASSOCIATE;SecurityLoan;Payments Related;0;Fixed;;;;0;;EL7;BL2;0;1,039479167
25292627;17/01/2013 03:04:34 PM;17;0,628171296;16/01/2013 09:10:11 AM;16;0,3820717593;Rates;TECHSUPPORT;BO Confirmed;DIRECTOR;SecurityLoan;Trade enrichment for system flow;0;JIBAR;;;;0;-4,222941649;EL8;BL2;0;1,246099537
25276957;17/01/2013 03:12:20 PM;17;0,633564815;02/01/2013 02:22:28 PM;2;0,5989351852;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;SecurityLoan;System Update Call Accounts;0;Missing;;;;0;;EL6;BL5;0;15,03462963
24751602;17/01/2013 03:12:20 PM;17;0,633564815;16/01/2013 02:04:47 PM;16;0,5866550926;Africa;TECHSUPPORT;BO Confirmed;ANALYST;CurrSwap;Valuation Group Request;49600000;TBILL-3M;;;;0;;EL7;BL2;0;1,046909722
25292627;17/01/2013 03:12:20 PM;17;0,633564815;17/08/2012 03:40:33 PM;17;0,6531597222;Rates;TECHSUPPORT;BO Confirmed;DIRECTOR;CurrSwap;Valuation Group Request;0;JIBAR;;;;1563;-4,222941649;EL7;BL2;1;152,9804051
22481943;17/01/2013 03:12:20 PM;17;0,633564815;18/07/2012 05:39:27 PM;18;0,7357291667;Africa;TECHSUPPORT;BO-BO Confirmed;MNGDIRECTOR;CurrSwap;Valuation Group Request;105193859;TBILL-3M;;;;0;;EL7;BL2;0;182,8978356
21921347;17/01/2013 03:17:47 PM;17;0,637349537;15/01/2013 02:01:39 PM;15;0,5844791667;Africa;TECHSUPPORT;BO-BO Confirmed;ANALYST;CurrSwap;Valuation Group Request;29000000;Fixed;;;;0;;EL7;BL2;0;2,05287037
25272592;17/01/2013 03:56:28 PM;17;0,664212963;15/01/2013 05:35:46 PM;15;0,7331712963;Derivatives;TECHSUPPORT;BO Confirmed;ASSOCIATE;Swap;Valuation Group Request;0;JIBAR;;0;22507,1831;0;0,180822193;EL7;BL5;0;1,931041667
25273752;17/01/2013 04:02:17 PM;17;0,668252315;10/01/2013 01:20:12 PM;10;0,5556944444;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;Deposit;Portfolio Move / Restructure;0;JIBAR;;;;0;;EL7;BL3;0;7,11255787
25178755;17/01/2013 04:03:13 PM;17;0,668900463;10/01/2013 01:22:59 PM;10;0,5576273148;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;Deposit;Portfolio Move / Restructure;-16260;Missing;;;;0;;EL7;BL3;0;7,111273148
25178859;18/01/2013 08:54:10 AM;18;0,370949074;10/09/2012 02:11:16 PM;10;0,5911574074;SND;TECHSUPPORT;BO Confirmed;ASSOCIATE;Other;Portfolio Move / Restructure;16260;Missing;;;;0;;EL7;BL3;0;129,7797917
22904175;18/01/2013 08:55:01 AM;18;0,371539352;10/09/2012 02:23:00 PM;10;0,5993055556;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Other;Payments Related;0;Fixed;;0;0;0;0;EL4;BL2;0;129,7722338
22904704;18/01/2013 08:55:28 AM;18;0,371851852;28/12/2012 10:09:49 AM;28;0,4234837963;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;Swap;Payments Related;0;Fixed;;0;6,9737461;0;-0,86230586;EL7;BL2;0;20,94836806
24987118;18/01/2013 09:18:54 AM;18;0,388125;04/10/2012 02:45:13 PM;4;0,6147337963;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;TotalReturnSwap;Trade enrichment for system flow;53557;LIBOR;;;;0;;EL7;BL2;0;105,7733912
23498991;18/01/2013 09:19:08 AM;18;0,388287037;10/01/2013 12:00:00 PM;10;0,5000000000;Equity;TECHSUPPORT;BO Confirmed;ASSOCIATE;Call Deposit;Trade enrichment for system flow;0;Missing;;;;0;;EL7;BL2;0;7,888287037
25183499;18/01/2013 09:28:36 AM;18;0,394861111;15/01/2013 12:00:00 PM;15;0,5000000000;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;TotalReturnSwap;Trade enrichment for system flow;0;LIBOR;;;;0;;EL7;BL2;0;2,894861111
25252256;18/01/2013 09:29:31 AM;18;0,395497685;04/01/2012 08:35:33 AM;4;0,3580208333;Equity;TECHSUPPORT;BO Confirmed;DIRECTOR;Bill;Trade enrichment for system flow;0;LIBOR;;;;0;;EL7;BL2;0;380,0374769
18547809;18/01/2013 09:42:56 AM;18;0,404814815;15/01/2013 02:01:39 PM;15;0,5844791667;Commodities;PROD CONTROLLER;BO Confirmed;VICE PRINCIPAL;TotalReturnSwap;Payments Related;0;Missing;;;;0;;EL4;BL2;0;2,820335648
25260393;18/01/2013 10:16:01 AM;18;0,427789352;16/11/2012 10:56:11 AM;16;0,4556828704;Rates;MIDOFFICE;BO Confirmed;ASSOCIATE;CurrSwap;Trade enrichment for system flow;0;JIBAR;;;;0;;EL7;BL2;0;62,97210648
24251679;18/01/2013 10:20:19 AM;18;0,430775463;14/10/2011 10:23:38 AM;14;0,4330787037;Equity;TECHSUPPORT;BO-BO Confirmed;DIRECTOR;Other;Payments Related;0;JIBAR;28/10/2010;5,905;-2,44001731;2913;0,303746553;EL4;BL2;1;461,9976968
17397003;18/01/2013 10:26:25 AM;18;0,435011574;09/01/2013 03:57:42 PM;9;0,6650694444;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Option;System Update Call Accounts;0;Missing;11/01/2013;5,5;1,00E-04;0;0;EL6;BL4;0;8,76994213
25161713;18/01/2013 10:44:23 AM;18;0,447488426;29/12/2006 12:00:00 PM;29;0,5000000000;Bonds/Repos;TECHSUPPORT;BO Confirmed;VICE PRINCIPAL;Swap;Trade enrichment for system flow;-200000000;Missing;;;;0;;EL8;BL2;0;2211,947488
1582692;18/01/2013 11:08:01 AM;18;0,463900463;29/12/2006 12:00:00 PM;29;0,5000000000;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Other;System Update Call Accounts;0;Missing;01/01/2013;4,8;0,000999987;0;-1,49E-08;EL6;BL5;0;2211,9639
1582692;18/01/2013 11:19:20 AM;18;0,471759259;30/11/2012 12:00:00 PM;30;0,5000000000;MM;UNAUTHORISED;BO Confirmed;DIRECTOR;Swap;System Update Call Accounts;0;Missing;01/01/2013;4,8;0,000999987;17096;-1,49E-08;EL6;BL5;1;48,97175926
24601467;18/01/2013 11:29:02 AM;18;0,47849537;18/02/2010 12:33:12 PM;18;0,5230555556;Prime Services;PROD CONTROLLER;BO Confirmed;ANALYST;SecurityLoan;Early Termination / Delivery / Close out;24398169;Fixed;;0,2736;388,0733572;1323;-1,512486265;EL6;BL6;1;1064,95544
